id,created_at,title,citation,description,context,issuing_authority,effective_date,compliance_data,url,other,data_record_version,data_source_agency,data_source_system,last_updated,record_owner_agency,retrieved_timestamp
1,2025-10-12 17:16:55.43967+00,CEQ NEPA Guidance: Implementation of the National Environmental Policy Act,null,"The purpose of this memorandum is to provide guidance1 to Federal agencies as to their
implementation of the National Environmental Policy Act (NEPA or the Act).
2 This
memorandum includes an overview of NEPA, including a discussion of recent amendments to
the statute and recent case law as relevant to agency implementation of NEPA. This
memorandum also provides guidance for agencies to use when establishing or revising agencyspecific NEPA implementing procedures. As part of this guidance, CEQ has provided a template
that agencies are encouraged to follow for such NEPA implementing procedures, attached as
Appendix 1. ",null,CEQ,2025-09-29,null,null,null,https://ceq.doe.gov/docs/ceq-regulations-and-guidance/Agency-NEPA-Implementation-Guidance.pdf,CEQ,nepa.gov,2025-10-12 17:16:42+00,CEQ,2025-10-12 17:16:47+00
