id,created_at,title,description,notes,bpmn_model,legal_structure_id,legal_structure_text,screening_description,screening_desc_json,agency,parent_model,DMN_model,other,data_record_version,data_source_agency,data_source_system,last_updated,record_owner_agency,retrieved_timestamp
1,2025-10-06 17:16:54.257077+00,Project Pre-screening,"Pre-application triage that captures core project data, runs NEPA Assist and IPaC screenings, and organizes permitting and CE logic.",null,null,1,null,Collect inputs for a pre-screening process that initiates a project and starts related permitting and environmental review processes,null,CEQ Permitting Innovation Center,null,null,null,1,null,null,2025-10-06 17:16:54.257077+00,CEQ,2025-10-06 17:16:54.257077+00
